hgnc_symbol	SLA1216	SLA2015_281116	SLA3014	SLA3315	SLA416	SLA615	SLA715	c258	c757	c840	c844
SCARNA23	78.64	206.68	0	0	107.42	0	0	0	0	0	0
SCARNA24	0	0	0	0	0	0	0	0	0	0	0
SCARNA3	4.58	97.3	0	0	57.92	0	0	0	1.12	0	0
SCARNA4	69.82	156.66	0	0	114.8	0	0	0	3.32	0	0
SCARNA5	116.26	439.39	69.45	491.09	159.67	377.65	230.48	8.47	7.67	6.11	4.49
SCARNA6	13.78	116.61	52.18	234.89	33.22	205.53	142.15	0	0.9	2.28	0
SCARNA7	21.75	214.7	152.64	240.08	62.81	182.04	122.79	7.49	17.59	1.33	2.87
SCARNA8	120.73	138.76	0	0	66.86	0	0	0	2.28	0	0
SCARNA9	3.67	59.74	4.26	34.36	8.87	11.99	9.87	2.24	5.93	0	0
SCART1	0.13	1	0.95	0.68	0.35	0.17	1.54	0	0.02	0	0
SCCPDH	0.18	0.46	0.62	0.21	0.18	0.28	0.09	0	0.05	0	0
SCD	0	0.06	0	0.26	0.19	0.08	0.02	0	0.01	0	0
SCD5	0	0.14	0.25	0.42	0	0.07	0.14	0	0.01	0	0
SCDP1	0	0	0	0	0	0.12	0	0	0	0	0
SCEL	0.19	0.03	0	0	0	0	0	0	0	0	0
SCEL-AS1	0	0	0	0	0	0	0	0	0	0	0
SCFD1	1.88	16.38	17.2	19.17	4.67	11.39	5.83	0.45	1.78	2.6	0.99
SCFD2	4.08	10.45	2.21	5.36	1.19	2	3.58	0	0.14	0.1	0
SCG2	1.01	0	0	0	0	0	0	0	0	0	0
SCG3	0	0	0	0	0	0	0	0	0	0	0
SCG5	0	0	0	0	0	0.16	0.16	0	0	0	0
SCGB1A1	0	0	0	0	0	0	0	0	0	0	0
SCGB1B2P	0	0	0	0.57	0	0	0	0	0	0	0
SCGB1C1	0	1.65	0	0	0.94	0	1.27	0	0	0	0
SCGB1C2	0	0	0	0.85	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0
SCGB1D5P	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	0.36	0	0	0	0	0	0	0	0	0	0
SCGB2B2	0	0.07	0	0.05	0.06	0.05	0	0	0	0	0
SCGB2B3P	0	0	0	0	0	0.74	0	0	0	0	0
SCGB3A1	0	0	0	0.74	0	0	0.31	0	0	0	0
SCGB3A2	0	0	0	0	0	0	0	0	0	0	0
SCGN	0	0	0	0	0	0	0	0	0	0	0
SCHIP1	0.07	0.1	0	0	0	0	0	0	0.03	0	0
SCHLAP1	0	0	0	0	0	0	0	0	0	0	0
SCIMP	1.01	2.78	4.17	8.99	0.32	2.78	4.38	0.11	0.22	0.18	0
SCIN	0.13	0.01	0	0.16	0	0.05	0	0	0.01	0	0
SCLT1	5.83	9.78	4.88	9.19	1.68	3.08	4.29	0.15	0.32	0.42	0.15
SCLY	0.51	1.07	1.31	2.01	0	1.34	1.11	0	0.02	1.19	0
SCMH1	1.69	3.53	2.61	2.29	0.49	2.04	0.74	0	0.24	0.43	0
SCML1	0.32	1	0.81	1.2	0.15	0.44	0.17	0	0.27	0.69	0
SCML2	0	0.04	0.16	0.2	0	0.03	0	0	0.01	0	0
SCML2P1	0.43	0	0	0	0	0	0	0	0	0	0
SCML2P2	0	0.2	0	0	0	0	0.29	0	0	0	0
SCML4	0.45	9.9	6.37	16.89	2.03	4.49	5.45	0	0.22	0.9	0.16
SCN10A	0	0	0	0	0	0	0	0	0	0	0
SCN11A	0.03	0.03	0	0	0	0.02	0	0	0	0	0
SCN1A	0.26	0	0.04	0	0	0	0	0	0	0	0
SCN1B	0.68	1.09	0.22	0.19	0.65	0.03	0.25	0	0.13	0	0
SCN2A	0.24	0.01	0.04	0	0	0.08	0	0	0	0	0
SCN2B	0.1	0	0	0	0.02	0	0	0	0	0	0
SCN3A	0.8	0.47	0	0.12	0.04	0.08	0.33	0	0.01	0	0
SCN3B	0.53	0.05	0	0	0	0	0.05	0	0.01	0	0
SCN4A	0.04	0	0	0	0	0	0.01	0	0	0	0
SCN4B	0	0	0	0	0	0	0.05	0	0	0	0
SCN5A	0	0.01	0	0	0	0.09	0.01	0	0	0	0
SCN7A	0	0	0	0	0	0	0	0	0	0	0
SCN8A	0.06	0.17	0	0.2	0	0.26	0.01	0	0	0.62	0
SCN9A	0	0.48	0.13	0.53	0	0.08	0.15	0	0.01	0	0
SCNM1	0	2.92	8.65	7.26	0.92	1.71	1.38	0	0.21	0.71	0
SCNN1A	0.05	0.44	0	0.12	0.38	0.05	0	0	0	0	0
SCNN1B	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	0.28	0.22	0.78	1.14	0	0.15	0.42	0	0.01	0	0
SCNN1G	0	0	0	0	0	0	0	0	0	0	0
SCO1	1.93	1.4	2.7	2.76	0.13	0.83	1.64	0.08	0.17	0	0.02
SCO2	2.12	0.78	4.01	6.4	2.1	0.54	4.13	0	0.15	0	0
SCOC	0.51	2.12	0.22	3.73	0.09	0.47	0.76	0	0	0	0.13
SCOC-AS1	0	0.05	0	0.6	0	0	0	0	0	0	0
SCOCP1	0	0.75	0	0	0	0	0	0	0	0	0
SCP2	1.92	9.96	6.42	11.98	1.67	3.62	6.07	0	0.42	1.39	0
SCP2D1	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	1.15	6.09	9.01	7.49	1.51	5.27	4.13	0	0.38	0.51	0
SCRG1	0.36	0.06	0	0.29	0	0.17	0.02	0	0	0	0
SCRIB	1.09	1.36	3.16	2.01	0.92	0.3	2.14	0	0.03	0	0
SCRN1	0.49	1.79	2.16	2.41	1.04	0.47	1.3	0	0.43	0.27	0.04
SCRN2	0	1.18	0.97	3.55	0.94	1.28	1.22	0	0	0	0
SCRN3	0.88	3.57	3.06	3.09	0.05	1.04	1.47	0.09	0.1	0	0
SCRT1	0	0	0	0	0	0	0	0	0	0	0
SCRT2	0	0	0	0	0.04	0	0	0	0	0	0
SCT	0	0	0	0	0	0	0	0	0	0	0
SCTR	0.07	0	0	0	0	0	0	0	0	0	0
SCUBE1	0	0	0	0	0	0.01	0	0	0	0	0
SCUBE2	0	0.22	0	0	0	0	0	0	0	0	0
SCUBE3	0	0.1	0.2	0.43	0	0.17	0.15	0	0.01	0	0.03
SCX	0.32	0.1	0	0	0	0	0.13	0	0	0	0
SCYL1	0.17	2.9	4.48	3.12	1.48	1.11	3.53	0.21	0.37	0.78	0
SCYL2	5.69	10.18	5.63	11.68	1.61	6.67	3.16	0.13	0.41	0.95	0
SCYL3	0.4	1.38	0.75	1.52	0.29	0.83	0.78	0.18	0.04	0	0
SCb-64M4.1	0	0	0	0	0	0	0	0	0	0	0
SDAD1	2.16	3.05	1.09	3.55	1.2	1.15	2.71	0	0.53	0.37	0
SDAD1P1	0.15	0.26	0	0.21	0.14	0.06	0.1	0	0.01	0	0
SDAD1P2	0.15	0	0	0	0	0	0	0	0	0	0
SDAD1P3	0	0	0	0	0	0	0	0	0	0	0
SDAD1P4	0.19	0	0	0.08	0	0	0	0	0	0	0
SDC1	0	0	0	0	0	0	0	0	0	0	0
SDC2	0.08	0	0	0	0.32	0	0	0	0	0	0
SDC3	0.07	0.06	0.06	0.72	0.02	0.15	0.83	0	0.08	0	0
SDC4	0.8	2.94	0.75	0.61	0.34	0	0.21	0	0.03	0.08	0
SDC4P	0	0	0	0	0	0	0	0	0	0	0
SDCBP	8.12	12.72	9.12	24.93	3.98	4.88	7.45	0.69	2.03	2.4	1.54
SDCBP2	0.37	0.47	0	0	0	0	0	0	0	0	0
SDCBP2-AS1	0.42	2.99	2.22	4.85	0	2.32	2.74	0	0.04	0	0
SDCBP2P1	0	0	0	0	0	0	0	0	0	0	0
SDCBPP1	0	0	0	0.18	0	0	0	0	0.05	0	0
SDCBPP2	0	0	0	0	0	0	0	0	0	0	0
SDCBPP3	0	0	0	0	0	0	0	0	0	0	0
SDCCAG3	1.71	4.71	8.82	7.4	2.57	1.35	2.74	0	0.14	0.1	0
SDCCAG3P1	0	0	0	0	0	0	0	0	0	0	0
SDCCAG3P2	0	0	0	0	0	0	0	0	0	0	0
SDCCAG8	4.47	7.26	11.31	11.93	0.64	4.48	5.54	0.84	0.98	0.88	0
SDE2	0.15	1.38	1.43	2.51	0.33	0.83	0.91	0.07	0.18	0.27	0.11
SDF2	0.35	2.45	0.98	2.37	0.71	1.17	2.27	0	0.1	0	0
SDF2L1	0	0.34	0.87	0.91	0.3	0	0.31	0	0	0	0
SDF4	2.89	5.66	7.2	7.7	2.41	1.68	4	0.1	0.63	0.38	0
SDHA	1.97	9.1	5.78	13.77	3.74	2.76	6.12	0.09	0.44	0.53	0
SDHAF1	0	0.85	0.39	0.8	0	0.35	0.22	0	0.02	0	0
SDHAF2	0.4	4.16	1.58	4.7	1.26	1.64	0.93	0.36	0.07	0	0
SDHAF3	0	1	0.39	1.26	0	0.4	0.35	0.13	0.15	0.37	0.11
SDHAF4	0	0.56	0.36	1.1	0	0.11	0.31	0	0.16	0	0
SDHAP1	0	3.11	5.16	2.62	0.6	1.59	4.55	0	0.15	0	0.32
SDHAP2	0	0	0	0.44	0	0.47	0	0	0	0	0
SDHAP3	0	0.47	1.33	0.69	0	0	0.38	0	0	0.37	0
SDHB	1.43	3.78	3.77	7.33	1.88	3.57	1.46	0	0.13	0	0
SDHC	0.13	3.34	4.54	11.6	0.81	3.1	3	0.02	0.38	0.02	0
SDHCP1	0	0	0	0	0	0	0	0	0	0	0
SDHCP2	0	0.22	0	0	0	0	0	0	0	0	0
SDHCP3	0	0.44	0	0.78	0	0	0.32	0	0.05	0	0
SDHCP4	0	0	0	0	0	0	0	0	0	0	0
SDHD	0.84	2.17	2.15	8.83	1.75	1.52	1.74	0	0.13	0.81	0
SDHDP1	0	0	0	0	0	0	0	0	0	0	0
SDHDP2	0	0.25	0	1.34	0	0	0.37	0	0	0	1.5
SDHDP6	0	0	0	0	0	0.36	0	0	0	0	0
SDK1	0.09	0.56	0	0	0	0	0.01	0	0	0	0
SDK2	0.05	0.53	0.14	0.45	0.09	0.13	0.49	0	0.02	0	0
SDPR	115.74	230.36	28.91	39.38	29.9	8.21	18.41	0	0.56	1.14	0.28
SDR16C5	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	0.76	3.25	3.36	5.35	2.86	1.54	3.32	0	0.06	0.2	0
SDR42E1	0.07	0.35	0.13	0.33	0.19	0.18	0.32	0	0.01	0	0
SDR42E1P1	1.6	0	0	0	0	0	0	0	0	0	0
SDR42E1P2	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P3	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P4	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P5	0	0	0	0	0	0	0.15	0	0	0	0
SDR42E2	0.11	0	0	0.05	0	0	0.04	0	0.01	0	0
SDR9C7	0	0	0	0.08	0	0	0	0	0	0	0
SDS	0.62	0	0	0.17	0	0	0.22	0	0	0	0
SDSL	0.67	0	0	0.31	0	0	0.16	0	0	0	0
SEBOX	0	0	0	0	0	0.45	0	0	0.03	0	0
SEC11A	3.94	8.23	4.94	11.91	2.78	4.05	3.11	0	0.87	1.03	0
SEC11B	0	0	0	0	0	0	0	0	0	0	0
SEC11C	0.37	5.01	1.37	7.66	1.93	2.84	2.17	0	0.34	0	0.76
SEC13	2.81	7.12	4.34	10.34	2.19	2.4	4.16	0	0.35	1.18	0.35
SEC13P1	0	0.1	0	0.71	0	0.43	0.41	0	0	0	0
SEC14L1	7.86	15.88	33.78	16.38	8.29	6.81	11.44	0.05	1.95	4.4	3.6
SEC14L1P1	0	0.29	0.73	0.81	0	0.82	0.57	0	0.01	0	0
SEC14L2	0.27	2.33	0.66	1.53	0.08	0.89	1.31	0	0.1	0.2	0
SEC14L3	0	0	0	0	0	0	0	0.15	0.01	0	0
SEC14L4	0	0	0	0	0	0	0	0	0	0	0
SEC14L5	0.72	3.31	0.06	0.3	0.31	0.17	0.6	0	0	0	0
SEC14L6	0	0	0	0	0	0	0	0	0	0	0
SEC16A	0.84	3.35	3.29	7.67	0.74	3.46	4	0.08	0.2	0.45	0.23
SEC16B	0.22	0	0.38	0	0	0	0.62	0	0	0	0
SEC1P	0	0	0	0.41	0	0.05	0	0	0	0	0
SEC22A	0.19	2.81	0	0.73	1.36	0.63	1.49	0.58	0.05	0	0
SEC22B	1.61	3.28	1.71	6.77	0.41	1.96	1.59	0.07	0.58	0.91	0.06
SEC22C	0.37	2.83	1.31	4.65	0.8	2.07	2.56	0	0.14	0.29	0.39
SEC23A	3.2	5.99	7.77	5.73	3.52	7.41	4.43	1.42	0.47	0.54	0.12
SEC23B	0.4	2.24	2.78	6.27	0.13	2.63	1.28	0	0.24	0	0
SEC23IP	0.83	4.91	12.82	11.12	0.54	2.38	3.75	0	0.05	0.16	0.57
SEC24A	0.66	1.77	1.69	4.23	0.33	1.04	1.2	0.04	0.39	0.32	0.17
SEC24B	0.64	3.83	3.31	7.72	0.7	3.37	3.7	0.07	0.52	0.34	0.12
SEC24B-AS1	0	0.1	0	0.64	0	0.32	0.27	0	0	0.26	0
SEC24C	0.52	4.38	8.44	8.87	0.88	4.43	5.89	0.6	0.22	0.24	0.28
SEC24D	0	1.48	2.98	6.65	1.07	2.97	2.77	0	0.31	0.13	0
SEC31A	2.95	15.15	25.07	31.16	2.66	10.55	10.31	0.42	1.33	1.59	1.02
SEC31B	0.4	3.48	5.9	7.87	0.44	5.11	5.39	0.08	0.18	0.07	0
SEC61A1	0.63	4.68	5.49	8.32	1.99	3.84	3.87	0.17	0.17	0.53	0.07
SEC61A2	0.08	1.14	0.57	5.01	0.16	1.67	1.78	0	0.22	0.48	0
SEC61B	0.67	2.85	6.44	17.45	2.65	1.92	1.73	0	0.37	0	0
SEC61G	0.84	1.58	0	4.06	0.43	2.25	0.76	0	0.05	0.72	0
SEC62	4.53	15.33	10.33	15.35	1.88	4.15	5.97	1.02	1.12	1.23	0
SEC62-AS1	0	0.38	0	1.56	0	0	0.64	0	0	0	0
SEC63	1.68	9.33	7.47	10.66	2.15	4.9	3.46	0.04	1.12	1.69	0.39
SEC63P1	0	0.08	1.69	2.89	0	0.81	0.48	0	0.06	0.38	0
SEC63P2	0.23	0	0	0	0	0	0	0	0	0	0
SECISBP2	0.94	11.18	12.9	16.54	3.46	9.17	5.48	0.14	0.79	2.32	0.13
SECISBP2L	1.24	12.74	6.83	8.49	2.38	3.08	3.38	0.27	0.76	0.85	0.18
SECTM1	0.65	0.83	5.92	4.9	2.45	0.89	2.43	0	0.2	0.33	0
SEH1L	0.66	3.33	3.51	4.85	1.81	1.54	0.96	0	0.36	0.05	0
SEL1L	4.29	5.98	4.6	10.64	0.96	2.57	3.33	0	0.43	0.35	0.11
SEL1L2	0	0	0	0	0	0	0	0	0	0	0
SEL1L3	0.91	12.74	9.87	16.15	2.56	8.3	5.03	0.66	0.97	0.12	0.28
SELE	0	0.03	0	0.7	0	0.32	0	0	0	0	0
SELENBP1	0	0.14	0.43	0	0.27	0	0	0	0.01	0	0
SELENOF	1.17	9.76	10.74	17.86	2.85	5.07	7	0	1.04	1.99	1.42
SELENOH	0.94	3.19	2.71	4.96	1.75	1.52	2.1	0	0.06	0	0
SELENOI	0.21	1.64	0.41	1.47	1.57	1.53	0.54	0	0.05	0.05	0
SELENOK	0.58	0.96	0.25	1.95	2.01	0.52	0.48	0	0.17	1.35	0
SELENOM	0	1.19	0.19	2.72	1.01	0.21	0.49	0	0.19	0	0
SELENON	0.31	2.47	3.15	4.96	0.45	0.67	2.14	0	0.3	0.1	0.08
SELENOO	0.94	1.4	4.27	2.92	0.95	0.1	1.52	0	0.09	0	0
SELENOP	0.13	0.67	0	2.22	0.14	0.12	0.05	0	0	0	0
SELENOS	0.58	1.1	6.47	4.17	0.67	0.91	1.97	0	0.1	0	0.45
SELENOT	2.52	9.28	4.07	9.73	4.5	0.89	1.61	0	0.45	1.35	0.06
SELENOV	0	0	0	0	0	0	0	0	0	0	0
SELENOW	0.78	7.37	5.26	10.14	1.21	3.16	2.44	0	0.01	0	0
SELENOWP1	0	0	0	0	0	0	0	0	0	0	0
SELL	7.38	29.46	13.29	46.82	9.26	14.02	17.89	2.04	2.64	3.83	1.88
SELP	6.07	30.84	2.3	4.82	3.44	0.68	2.32	0	0.03	0.57	0
SELPLG	2.04	6.91	7.85	23.28	2.94	3.83	6.29	0.36	0.3	0.49	0.31
SEMA3A	0.16	0	0	0.34	0	0.01	0.04	0	0	0	0
SEMA3B	0	0.15	0	0.34	0	0	0.59	0	0	0	0
SEMA3B-AS1	0	0	0	0	0	0	0	0	0	0	0
SEMA3C	0.06	0.21	0.49	1.6	0	0.82	0.72	0	0.06	0.04	0
SEMA3D	0	0	0	0	0	0	0	0	0	0	0
SEMA3E	0.12	0	0	0	0	0	0	0	0	0	0
SEMA3F	0	0	0	0	0	0	0	0	0	0	0
SEMA3F-AS1	0	0.97	0.7	2.06	1.03	0.49	0.66	0.1	0.06	0	0.08
SEMA3G	0	0.17	0.08	0	0	0.02	0.47	0	0	0	0
SEMA4A	0.66	1.71	8.19	6.95	1.2	2.02	3.28	0.09	0.11	0.25	0
SEMA4B	1.66	5.12	4.01	4.54	0.79	4.34	4.77	0	0.09	0	0
SEMA4C	0.17	1.53	1.03	2.45	0.51	0.46	1.18	0	0.16	0	0
SEMA4D	22.39	49.03	15.63	43.12	6.34	17.16	17.85	0.65	1.87	2.51	0.6
SEMA4F	0.28	1.76	0.94	1.9	0.21	0.55	0.39	0	0.01	0	0
SEMA4G	0	1.09	0.11	1.37	0	0.11	0.09	0	0	0	0
SEMA5A	0	0.04	0.09	0.33	0.05	0.15	0.51	0	0	0	0
SEMA5B	0	0	0	0	0	0	0	0	0	0	0
SEMA6A	0.21	1.12	0.25	2.27	0.23	1.32	0.93	0	0.02	0.2	0
SEMA6A-AS1	0	3.03	1.26	4.04	0.41	0.74	0.35	0	0	0	0
SEMA6B	0	0.19	0	0	0.26	0	0.06	0	0	0	0
SEMA6C	0.06	0.23	0.41	0.07	0.11	0	0.34	0	0	0	0
SEMA6D	0.07	0	0	0	0	0	0	0	0	0	0
SEMA7A	0.27	0.43	0.74	0.2	0.07	0.23	0.05	0	0.02	0	0
SEMG1	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0
SENCR	2.29	1.44	0.32	0.78	0.12	0.1	0.19	0	0	0	0
SENP1	0.44	2.89	1.45	6.39	0.38	2.9	3.4	0.14	0.26	1.04	0.11
SENP2	2.25	9.33	5.3	10.82	3.07	2.79	4.02	1.23	0.92	0.09	1.18
SENP3	1.14	1.54	0.97	4.41	0.54	1.95	2.58	0.53	0.03	0	0
SENP3-EIF4A1	0	0	0	0.3	0	0	0.45	0	0.01	0	0
SENP5	15.62	9.06	2.67	6.48	5.74	5.32	4.84	0.11	0.39	0.35	0.1
SENP6	2.74	22.46	22.66	28.74	4.14	10.81	10.99	1.04	1	2.68	1.13
SENP7	0.96	8.11	6.62	13.2	1.06	4.12	3.98	0.19	0.47	0.78	0.21
SENP8	0.18	0.22	0	0.08	0.09	0	0.21	0	0	0	0
SEPHS1	0.8	1.28	0.74	2.49	0.26	0.8	1.39	0	0.18	0.15	0
SEPHS1P1	1.02	0.1	0	0	0	0	0	0	0	0	0
SEPHS1P4	0	0	0	0	0	0	0	0	0	0	0
SEPHS1P6	0	0	0	0	0	0	0	0	0	0	0
SEPHS1P7	0	0	0	0	0	0	0	0	0	0	0
SEPHS2	0.12	1.35	1.53	2.41	0.41	0.46	0.53	0	0.03	0.09	0
SEPHS2P1	0	0	0	0	0	0	0	0	0	0	0
SEPSECS	0.21	1.85	0.68	2.05	0.05	2.62	1.93	0	0.19	0.16	0.16
SEPSECS-AS1	0.29	0.41	0.84	4.35	0.7	2	0.32	0	0	0.05	0
SEPT1	1.73	10.05	8.61	17.46	1.74	4.22	7.74	0	0.21	0.24	0
SEPT10	0	0.24	1.82	3.43	0	0.23	0.08	0	0.04	0.5	0
SEPT10P1	0	0	0	0	0	0	0	0	0	0	0
SEPT11	23.8	19.6	8.69	15.2	11.72	6.58	3.33	0	0.42	0.51	0
SEPT12	0	0	0	0.38	0	0	0	0	0	0	0
SEPT14	0.15	0.05	0	0	0	0	0	0	0	0	0
SEPT14P1	0	0	0	0	0	0	0	0	0	0	0
SEPT14P12	0	0	0	0	0	0	0	0	0	0	0
SEPT14P13	0	0	0	0	0	0	0	0	0	0	0
SEPT14P17	0	0	0	0	0	0	0	0	0	0	0
SEPT14P19	0	2.12	0	0.16	0	0	0	0	0.08	0	0
SEPT14P2	0	4.38	0	9.12	0	0	0	0	0	0	0
SEPT14P21	0	0	0	0	0	0	0	0	0	0	0
SEPT14P24	0	0	0	0	0	0	0	0	0	0	0
SEPT14P3	0	0	0	0	0	0	0	0	0	0	0
SEPT14P4	0	0	0	0	0	0	0	0	0	0	0
SEPT14P8	0	0	0	0	0	7.34	0	0	0	0	0
SEPT14P9	0	0	0	0	0	0	0	0	0	0	0
SEPT2	15.53	31.8	13.52	36.96	6.19	15.48	10.67	0.95	1.39	2.57	1.98
SEPT2P1	0	0	0	0	0	0	0	0	0	0	0
SEPT3	0.06	0.04	0	0.08	0	0	0.05	0	0	0	0
SEPT4	1.04	1.92	0.54	0.95	0.71	0.14	0.58	0	0	0	0
SEPT4-AS1	0	0	0	0	0	0	0	0	0	0	0
SEPT5	9.86	26.78	3.48	5.3	4.82	1.27	3.87	0	0.19	0	0
SEPT6	5.59	37.69	13.97	37.13	4.22	14.19	13.25	0.71	1.6	1.32	0.35
SEPT7	21.01	53.09	31.94	40.74	8.55	17.43	11.98	0.58	1.58	2.05	0.53
SEPT7-AS1	0.42	1.27	0.1	0.35	0	0.06	0.03	0	0.01	0.06	0.52
SEPT7P1	0.26	0.24	0	1.23	0	0.32	0.1	0	0	0.2	0.21
SEPT7P2	0	2.23	1.41	5.96	0.67	0.68	2.86	0	0.08	0.82	0
SEPT7P3	0	0	0	0	0	0	0	0	0	0	0
SEPT7P4	0	0	0	0	0	0	0	0	0	0	0
SEPT7P5	0	0	0	0	0	0	0	0	0	0	0
SEPT7P6	0.14	0.5	0.75	2.2	0.7	0.23	0	0	0.13	0	0.22
SEPT7P7	0	0	0	0	0	0	0	0	0	0	0
SEPT7P8	0	0	0	0	0	0	0.18	0	0.03	0	0
SEPT7P9	0	0	3.15	0	0	0	0	0	0	0	0
SEPT8	0.44	0.32	1.91	1.54	0.07	1.11	0.89	0	0.03	0	0
SEPT9	3.39	43.98	34.31	71.94	11.08	17.65	36.54	1.23	2.86	2.2	1.22
SERAC1	0.07	1.56	0.67	1.25	0.07	0.77	0.35	0	0.01	0.05	0
SERBP1	2.72	15.49	8	24.84	2.87	3.66	5.76	0.52	0.8	2.46	0
SERBP1P1	0	0	0	0.13	0	0	0	0	0	0	0
SERBP1P2	0	0	0	0	0	0	0	0	0	0	0
SERBP1P3	0	0	0	0	0	0.17	0.17	0	0	0	0
SERBP1P4	0	0	0	0	0	0	0	0	0	0	0
SERBP1P5	0	0.09	0.73	0.12	0	0	0	0	0	0	0
SERBP1P6	0	0	0	0.15	0	0	0.14	0	0	0	0
SERF1A	0.3	0.3	0.75	2.79	0	1.07	0.14	0	0.04	0	0
SERF1AP1	0	0	0	0	0	0	0	0	0	0	0
SERF1B	0.88	1.42	0.24	2.22	1.63	0.4	2	0	0.07	0.14	0
SERF2	72.67	79.97	19.56	39.38	30.19	7.77	20.36	0.28	1.5	0.64	0.83
SERGEF	2.66	5.9	2.91	6.37	0.72	3.07	2.8	0	0.27	0	0
SERHL	0	0	0	0.43	0	0	0.11	0	0	0	0
SERHL2	0.11	0.47	0	0.1	0.17	0.23	0.49	0	0	0	0
SERINC1	1.36	9.14	8.22	15.84	2.55	4.93	3.98	0.51	0.57	0.48	0.43
SERINC2	0.15	0	0.4	0.27	0	0	0	0	0	0	0
SERINC3	4.76	9.35	4.21	12.72	3.48	2.81	4.04	0.32	0.28	0.53	0.14
SERINC4	0	0.38	0.21	0.19	0.19	0	0	0	0.1	0	0
SERINC5	0.74	10.87	3.3	12.59	1.83	7.94	6.24	0	0.44	0.23	0.03
SERP1	1.49	9.42	3.15	11.07	4.75	3.27	3.07	0.47	0.41	0.52	0.21
SERP2	1.3	0	0	0	0	0	0	0	0	0	0
SERPINA1	4.37	6.53	22.44	40.05	5.23	4.04	19.37	2.77	1.8	2.58	0.17
SERPINA10	0.06	0	0	0.03	0	0	0	0	0	0	0
SERPINA11	0	0.06	0	0	0	0	0	0	0	0	0
SERPINA12	0	0	0	0	0	0	0	0	0	0	0
SERPINA13P	0	0	0	0	0	0	0	0	0	0	0
SERPINA15P	0	0	0	0	0	0	0	0	0	0	0
SERPINA2	0	0	0	0	0	0	0	0	0	0	0
SERPINA3	0.16	0	0	0	0	0	0.04	0	0	0	0
SERPINA4	0	0	0	0	0	0	0	0	0	0	0
SERPINA5	0.69	0	0	0	0	0	0	0	0	0	0
SERPINA6	0	0	0	0	0	0	0	0	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0
SERPINA7P1	0	0	0	0	0	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0	0	0	0	0	0
SERPINB1	13.87	18.72	12.06	15.14	4.51	4.52	4.74	0	1.01	1.01	0.09
SERPINB10	0	0	0.19	0	0.23	0.19	0	0	0	0	0
SERPINB11	0	0	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	0	0	0	0	0
SERPINB2	0	0	0	0.07	0	0.41	0.06	0	0.16	0.38	0
SERPINB3	0.5	0	0	0	0	0	0	0	0	0	0
SERPINB4	0.17	0	0	0	0	0	0	0	0	0	0
SERPINB5	0.27	0	0	0	0	0	0	0	0	0	0
SERPINB6	2.91	5.9	4.58	7.29	1.6	2.35	2.16	0.21	0.14	0	0
SERPINB7	0.46	0	0	0	0	0	0	0	0	0	0
SERPINB8	1.13	1.31	2.08	4.02	0.19	2.27	0.95	0	0.22	0.25	0
SERPINB8P1	1.66	0	0	0	0	0	0	0	0	0	0
SERPINB9	1.38	3.4	4.7	11.1	1.03	2.49	2.91	0.13	0.87	1.04	0.16
SERPINB9P1	0.16	1.56	0.91	1.86	0	0.54	1.57	0	0.4	0.25	0
SERPINC1	0	0	0	0	0	0	0	0	0	0	0
SERPIND1	0	0.15	0	0.61	0	0.24	0.35	0	0.03	0	0
SERPINE1	0.74	1.81	0.12	0.33	0.28	0.04	0.31	0	0	0	0
SERPINE2	0.39	1.45	0.24	0.51	0.68	0.02	0.78	0	0.04	0	0
SERPINE3	0	0.08	0	0	0.12	0	0	0	0	0	0
SERPINE4P	0	0	0	0	0	0	0	0	0	0	0
SERPINF1	0.85	0.92	1.34	4.87	0	3.14	0.62	0	0.15	0	0
SERPINF2	0	0	0	0.3	0	0.08	0	0	0	0	0
SERPING1	0.96	0.96	0.44	2.01	0	0.14	0.48	0	0.04	0.45	0
SERPINH1	0.47	0.82	0.35	0.52	0.07	0.28	0.15	0	0.01	0	0
SERPINH1P1	0	0	0	0	0	0	0	0	0	0	0
SERPINI1	0	0.91	0	0.38	0	0.16	1.05	0	0	0.61	0
SERPINI2	0	0.24	0	0.07	0	0	0.37	0.21	0	0	0
SERTAD1	0	0.17	1.13	0.19	0.29	0	0.16	0	0.01	0	0
SERTAD2	0.57	2.93	2.77	4.78	2.78	1.33	2.48	0.09	0.19	0.15	0.24
